Rank,Name,Platform,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Sales NA,Sales PAL,Sales JP,Sales Other,Sales Global,Release Date,Last Update,Genre
42101,Operation Thunderstorm,PC,Unknown,City Interactive,,,,,,,,,,,,Shooter
42102,Operation Wolf,VC,Taito,Taito Corporation,,,,,,,,,,04th Feb 08,,Shooter
42103,Operation Wolf,PCE,NEC Interchannel,Taito Corporation,,,,,,,,,,31st Aug 90,,Shooter
42104,Operation Wolf,MS,Sega,Taito Corporation,,,,,,,,,,01st Jan 88,,Shooter
42105,Operation Wolf,NES,Taito,Taito Corporation,,,,,,,,,,01st Mar 89,,Shooter
42106,Operation: Weather Disaster,PC,Discovery Channel Multimedia,Discovery Channel Multimedia,,,,,,,,,,01st Jan 95,,Adventure
42107,Option Tuning Car Battle 2,PS,Jaleco,Jaleco Entertainment,,,,,,,,,,18th Feb 99,,Racing
42108,Option Tuning Car Battle Spec-R,PS,MTO,Unknown,,,,,,,,,,11th May 00,,Racing
42109,Orange Honey: Boku wa Kimi ni Koishiteru,PS2,Marvelous Interactive,Marvelous Interactive,,,,,,,,,,26th Apr 07,,Adventure
42110,Orange Pocket,DC,Pione Soft,Elf,,,,,,,,,,28th Apr 04,,Adventure
42111,ORB 3D,NES,Hi Tech Expressions,Software Toolworks,,,,,,,,,,01st Nov 90,,Puzzle
42112,Orbit,PSN,Laughing Jackal,Laughing Jackal,,,,,,,,,,06th Dec 11,,Action
42113,Orbital Gear,Linux,Night Node Software,Night Node Software,,,,,,,,,,07th Aug 14,08th Aug 18,Action
42114,Orbital Gear,OSX,Night Node Software,Night Node Software,,,,,,,,,,07th Aug 14,08th Aug 18,Action
42115,Orbyx: Mystic Orbs of Chaos,XBL,Microsoft,ChrisH,,,,,,,,,,06th May 09,,Puzzle
42116,Orc Attack: Flatulent Rebellion,PS3,Unknown,Unknown,,,,,,,,,,08th Oct 13,,Misc
42117,Orc Attack: Flatulent Rebellion,X360,Unknown,Unknown,,,,,,,,,,09th Oct 13,,Misc
42118,Orc Attack: Flatulent Rebellion,PC,Unknown,Unknown,,,,,,,,,,15th May 14,,Misc
42119,Orchard,PC,Majesco,BoomZap Entertainment,,,,,,,,,,26th Jan 09,,Simulation
42120,Orcs Must Die!,PSN,Unknown,Robot Entertainment,,,,,,,,,,,,Strategy
42121,Orcs Must Die!,XBL,Unknown,Robot Entertainment,,8.1,,,,,,,,05th Oct 11,,Strategy
42122,Orcs Must Die! 2,PC,Robot Entertainment,Unknown,,,,,,,,,,30th Jul 12,,Misc
42123,Order of Magic,PC,Nikita,Unknown,,,,,,,,,,19th Mar 14,,Misc
42124,Order of War: Challenge,PC,Wargaming.net,Wargaming.net,,,,,,,,,,25th Feb 10,,Strategy
42125,Order Up!!,PSV,Ignition Entertainment,SuperVillain Studios,,,,,,,,,,31st Dec 20,,Action
42126,Order!!,WW,Poisoft,Poisoft,,,,,,,,,,02nd Jun 09,,Simulation
42127,Ordyne,PCE,NEC,Namco,,,,,,,,,,01st Jan 90,,Shooter
42128,Ordyne,VC,Namco Bandai,Namco,,,,,,,,,,07th May 07,,Shooter
42129,Ordyne (Arcade),VC,Namco Bandai,Namco,,,,,,,,,,01st Dec 09,,Shooter
42130,Ore ni Hatarakette Iwaretemo Otsu,PSV,ASCII Media Works,Unknown,,,,,,,,,,26th Mar 14,,Misc
42131,Ore ni Hatarakette Iwaretemo Otsu,PSP,ASCII Media Works,Unknown,,,,,,,,,,24th Apr 13,,Misc
42132,Ore no Dungeon,PSP,Sega,Climax Entertainment,,,,,,,,,,30th Nov 06,,Role-Playing
42133,Ore no Shikabane o Koete Yuke,PS,Sony Computer Entertainment,Alfa System,,,,,,,,,,17th Jun 99,,Role-Playing
42134,Ore no Shite Agake,PS2,D3 Publisher,HuneX,,,,,,,,,,21st Jun 07,,Adventure
42135,Ore to Saeko-San to Netorare Mail,PC,Unknown,Lilith,,,,,,,,,,28th Oct 11,,Adventure
42136,Orega Kantoku Da! Gekitou Pennant Race Volume 2,PS2,Enix,Enix Corporation,,,,,,,,,,07th Mar 02,,Sports
42137,Oretachi Game Center Zoku Sono 1: Scramble,PS2,Hamster Corporation,Hamster Corporation,,,,,,,,,,21st Jul 05,,Action
42138,Oretachi Game Center Zoku Sono 2: Crazy Climber,PS2,Hamster Corporation,Hamster Corporation,,,,,,,,,,21st Jul 05,,Platform
42139,Oretachi Game Center Zoku Sono 3: Karate Michi,PS2,Hamster Corporation,Hamster Corporation,,,,,,,,,,21st Jul 05,,Action
42140,Oretachi Game Center Zoku Sono 4: Time Pilot,PS2,Hamster Corporation,Hamster Corporation,,,,,,,,,,21st Jul 05,,Shooter
42141,Oretachi Game Center Zoku Sono 5: Moon Cresta,PS2,Hamster Corporation,Hamster Corporation,,,,,,,,,,21st Jul 05,,Shooter
42142,Oretachi Game Center Zoku Sono 6: Sonic Wings,PS2,Hamster Corporation,Hamster Corporation,,,,,,,,,,21st Jul 05,,Shooter
42143,Oretachi Game Center Zoku: Burger Time,PS2,Hamster Corporation,Hamster Corporation,,,,,,,,,,27th Oct 05,,Platform
42144,Oretachi Game Center Zoku: Contra,PS2,Hamster Corporation,Hamster Corporation,,,,,,,,,,25th May 06,,Shooter
42145,Oretachi Game Center Zoku: Super Volleyball,PS2,Hamster Corporation,Hamster Corporation,,,,,,,,,,27th Oct 05,,Sports
42146,Oretachi Game Center Zoku: Terra Cresta,PS2,Hamster Corporation,Reakosys,,,,,,,,,,27th Oct 05,,Shooter
42147,Oretachi Game Center Zoku: Yie Ar Kung Fu,PS2,Hamster Corporation,Hamster Corporation,,,,,,,,,,27th Oct 05,,Fighting
42148,Oretachi Game Center: Akumajou Dracula,PS2,Konami,Hamster Corporation,,,,,,,,,,25th May 06,,Platform
42149,Oretachi Game Center: Nekketsu Kouka Kunio-Kun,PS2,Hamster Corporation,Hamster Corporation,,,,,,,,,,26th Jan 06,,Action
42150,Oretachi Game Center: Nekketsu Koukou Dodge Ball Bu,PS2,Hamster Corporation,Hamster Corporation,,,,,,,,,,23rd Mar 06,,Sports
42151,Oretachi Game Center: Pooyan,PS2,Hamster Corporation,Hamster Corporation,,,,,,,,,,25th May 06,,Misc
42152,Oretachi Game Center: Quarth,PS2,Hamster Corporation,Hamster Corporation,,,,,,,,,,26th Jan 06,,Puzzle
42153,Oretachi Game Center: Rabio Lepus,PS2,Hamster Corporation,Hamster Corporation,,,,,,,,,,23rd Mar 06,,Shooter
42154,Oretachi Game Center: Thunder Cross,PS2,Hamster Corporation,Jennies,,,,,,,,,,08th Feb 07,,Shooter
42155,Oretachi Game Center: Trio the Punch,PS2,Hamster Corporation,Hamster Corporation,,,,,,,,,,08th Feb 07,,Action
42156,Oretachi ni Tsubasa wa Nai,PS3,5pb,Unknown,,,,,,,,,,10th Apr 14,,Misc
42157,Oretachi ni Tsubasa wa Nai,PC,Navel,Unknown,,,,,,,,,,30th Nov 09,,Misc
42158,Oretachi no Sabage Versus,PSP,Best Media,Best Media,,,,,,,,,,05th Aug 10,,Shooter
42159,Organon,XBL,Microsoft,DarthCheesiest,,,,,,,,,,15th Nov 08,,Shooter
42160,Ori and the Blind Forest,XOne,Microsoft Studios,Moon Studios,,,,,,,,,,11th Mar 15,04th Jan 18,Platform
42161,Oriental Blue: Ao no Tengai,GBA,Bandai,Hudson Soft,,,,,,,,,,24th Oct 03,,Role-Playing
42162,Origami Kami,PSV,"responDESIGN, Inc.",Unknown,,,,,,,,,,22nd Apr 14,,Misc
42163,Origin,XBL,Microsoft,William Ulrich,,,,,,,,,,18th Sep 09,,Misc
42164,Origin X,XBL,Microsoft,Fun Factory Entertainment,,,,,,,,,,03rd Apr 11,,Strategy
42165,ORION: Dino Horde,PCFX,Unknown,Unknown,,,,,,,,,,04th May 12,,Misc
42166,ORION: Dino Horde,PC,"Rocket Studio, Inc.",Unknown,,,,,,,,,,04th May 12,,Misc
42167,Osaka Naniwa Matenrow,PS,KID,Unknown,,,,,,,,,,08th Apr 99,,Strategy
42168,Osananajimi Daitouryou W: President Pack,PC,Alcot,Alcot,,,,,,,,,,26th Aug 11,,Adventure
42169,Osawari Tantei Nameko Daihanshoku,3DS,Success,Unknown,,,,,,,,,,28th Feb 13,,Misc
42170,Oscar,SNES,Titus,Flair Software,,,,,,,,,,01st Oct 96,,Platform
42171,Oscar in Movieland,DSiW,Virtual Playground,Virtual Playground,,,,,,,,,,08th Feb 10,,Platform
42172,Oscar in Toyland,DSiW,Virtual Playground,Virtual Playground,,,,,,,,,,14th Sep 09,,Platform
42173,Oscar in Toyland 2,DSiW,Virtual Playground,Sanuk Games,,,,,,,,,,14th Feb 11,,Platform
42174,Oscar's Trash Race,2600,Atari,Atari,,,,,,,,,,01st Jan 83,,Action
42175,Oscar's World Tour,DSiW,Virtual Playground,Virtual Playground,,,,,,,,,,28th Jul 11,,Platform
42176,Oscura Second Shadow,And,Silver Style,Silver Style,,,,,,,,,,28th Aug 14,,Platform
42177,Oshaberi Inco Club,GBA,Alpha Unit,Alpha Unit,,,,,,,,,,26th Apr 02,,Simulation
42178,Oshaberi Oumu,DS,Starfish,Starfish SD,,,,,,,,,,14th May 09,,Simulation
42179,Oshare ni Koishite 2 Plus,DS,Culture Brain,Unknown,,,,,,,,,,05th Apr 12,,Misc
42180,Oshare Princess,GBA,Culture Brain,Culture Brain,,,,,,,,,,24th May 02,,Action
42181,Oshare Princess 2 + Doubutsu Kyaranabi Uranai,GBA,Culture Brain,Culture Brain,,,,,,,,,,20th Dec 02,,Strategy
42182,Oshare Princess 3,GBA,Culture Brain,Culture Brain,,,,,,,,,,29th Aug 03,,Adventure
42183,Oshare Princess 5,GBA,Culture Brain,Culture Brain,,,,,,,,,,07th Jul 05,,Adventure
42184,Oshare Princess DS: Oshare ni Koi Shite 2,DS,Culture Brain,Culture Brain,,,,,,,,,,24th Apr 08,,Simulation
42185,Oshare Princess DS: Oshare ni Koishite!,DS,Culture Brain,Culture Brain,,,,,,,,,,14th Dec 06,,Simulation
42186,Oshare Prinxess EX Primo Debut Monogatari + Renai Uranai Daisakusen,GBA,Culture Brain,Culture Brain,,,,,,,,,,22nd Oct 04,,Strategy
42187,Oshare Wanko,GBA,MTO,MTO,,,,,,,,,,05th Mar 04,,Misc
42188,Oshiete Darling,DSiW,Starfish,Starfish SD,,,,,,,,,,28th Apr 10,,Adventure
42189,Oshiete! Popotan,PS2,Well Made,Well Made,,,,,,,,,,11th Mar 04,,Adventure
42190,Oshigoto Nojinsei Game,PS,Takara,Takara,,,,,,,,,,14th Dec 00,,Misc
42191,Osomatsu-kun: Back to Zami no Deppa,NES,Bandai,Bandai,,,,,,,,,,08th Dec 89,,Adventure
42192,Osomatsu-kun: Hachamecha Gekijou,GEN,Sega,Sega,,,,,,,,,,24th Dec 88,,Action
42193,Osouji Sentai Clean Keeper,Wii,Idea Factory,Lupinus,,,,,,,,,,24th Apr 08,,Adventure
42194,Osu! Excercise Dojo,WW,IE Institute,Mechanic Arms,,,,,,,,,,28th Sep 10,,Sports
42195,Otegaru Puzzle Series: Yurie to Fushigi na Meikyuu,DSiW,Arc System Works,Arc System Works,,,,,,,,,,23rd Feb 11,,Puzzle
42196,Otegaru Shashin Memo,DSiW,Unknown,Mechanic Arms,,,,,,,,,,04th Nov 10,,Misc
42197,Othello,GB,Nintendo,Kawada,,,,,,,,,,01st Jan 90,,Misc
42198,Othello,2600,Atari,Atari,,,,,,,,,,01st Jan 78,,Misc
42199,Othello,NES,Acclaim Entertainment,HAL Laboratory,,,,,,,,,,01st Dec 88,,Misc
42200,Othello,DSiW,Arc System Works,Arc System Works,,,,,,,,,,29th Jul 09,,Misc
42201,Othello,WW,Arc System Works,Arc System Works,,,,,,,,,,22nd Dec 09,,Misc
42202,Othello,PSN,Arc System Works,Arc System Works,,,,,,,,,,25th Mar 10,,Misc
42203,Othello,PS2,Success,Success,,,,,,,,,,31st Jul 03,,Misc
42204,Othello (FDS),NES,Kawada,HAL Laboratory,,,,,,,,,,13th Oct 86,,Misc
42205,Othello (HES),NES,HES Interactive,Bits Studios,,,,,,,,,,01st Jan 88,,Misc
42206,Othello 3D,3DS,Arc System Works,Arc System Works,,,,,,,,,,07th Jun 11,,Misc
42207,Othello Millennium,GB,Unknown,Tsukuda Original,,,,,,,,,,08th Oct 99,,Misc
42208,Othello World,GB,Unknown,Dice,,,,,,,,,,30th Sep 94,,Misc
42209,Othello World,SNES,Unknown,Dice,,,,,,,,,,05th Apr 92,,Misc
42210,Othello World II: Yumeto Michi he no Chousen,PS,Unknown,Pre Stage,,,,,,,,,,08th Dec 95,,Misc
42211,Otherworld: Spring of Shadows,OSX,Big Fish Games,Unknown,,,,,,,,,,23rd Jan 12,,Misc
42212,Otherworld: Spring of Shadows,PC,Big Fish Games,Unknown,,,,,,,,,,23rd Jan 12,,Misc
42213,Otogi Banashi Taisen,GB,Yojigen,Yojigen,,,,,,,,,,04th Aug 95,,Role-Playing
42214,Otogi Juushi Akazukin: Fairy Musketeers,DS,Konami,Tenky,,,,,,,,,,07th Dec 06,,Puzzle
42215,OtoLove: Josou Bishounen Gentei,PC,Unknown,Otokonoko Club,,,,,,,,,,09th Dec 11,,Adventure
42216,Otome Senki Soul Eater,PC,Rune,Rune,,,,,,,,,,24th Nov 06,,Adventure
42217,Otometeki Koi Kakumei * Love Revo,PC,Interchannel,HuneX,,,,,,,,,,28th Mar 08,,Adventure
42218,Otona no Nihonshi Puzzle,DSiW,IE Institute,IE Institute,,,,,,,,,,30th Jun 10,,Puzzle
42219,Otona no Sekaishi Puzzle,DSiW,IE Institute,IE Institute,,,,,,,,,,28th Jul 10,,Puzzle
42220,Otona no Tame no Renjuku Kanji,DSiW,IE Institute,IE Institute,,,,,,,,,,19th May 10,,Misc
42221,Otonano Tamu no Keisan Training DS,DSiW,IE Institute,IE Institute,,,,,,,,,,05th Aug 09,,Misc
42222,Otousan to Watashi,PC,Unknown,Moon (2011),,,,,,,,,,28th Oct 11,,Adventure
42223,Ottifanten Pinball,GBA,Trendverlag,Independent Arts Software GmbH,,,,,,,,,,15th Dec 05,,Misc
42224,OTTTD,And,SMG Studio,SMG Studio,,,,,,,,,,22nd May 14,08th Aug 18,Strategy
42225,OTTTD,OSX,SMG Studio,SMG Studio,,,,,,,,,,07th Aug 14,,Strategy
42226,OTTTD,Linux,SMG Studio,SMG Studio,,,,,,,,,,07th Aug 14,,Strategy
42227,OTTTD,PC,SMG Studio,SMG Studio,,,,,,,,,,07th Aug 14,,Strategy
42228,Ou Dorobou Jing: Angel / Devil Version,GB,NCS,NCS,,,,,,,,,,12th Mar 99,,Role-Playing
42229,Oubunsha Deru-Jun: Koumin DS,DS,IE Institute,IE Institute,,,,,,,,,,11th Oct 07,,Misc
42230,Oubunsha Deru-Jun: Rekishi DS,DS,IE Institute,IE Institute,,,,,,,,,,13th Aug 09,,Misc
42231,Oubunsha Deru-Jun: Rika DS,DS,IE Institute,IE Institute,,,,,,,,,,13th Aug 09,,Misc
42232,Oubunsha Deru-Jun: Sansuu DS,DS,IE Institute,IE Institute,,,,,,,,,,11th Oct 07,,Misc
42233,Ouchan no Oekaki Logic,WS,Sunsoft,SunSoft,,,,,,,,,,06th Jan 00,,Puzzle
42234,Ouchide Infinite Puchi Puchi Wii,WW,Namco Bandai,Bandai Namco Games,,,,,,,,,,24th Jun 08,,Puzzle
42235,Ougon Musou Kyoku,PC,Unknown,07th Expansion,,,,,,,,,,31st Dec 10,,Fighting
42236,Ougon Musou Kyoku X,X360,Alchemist,07th Expansion,,,,,,,,,,06th Oct 11,,Fighting
42237,Ouka Houshin,DC,ESP,ESP Software,,,,,,,,,,16th Dec 99,,Strategy
42238,Ouka Sengoku: Nobunaga-Chan no Koishite Yabou!?,PC,Unknown,Apricot,,,,,,,,,,29th Oct 10,,Adventure
42239,Oukoku no Gran Chef,3DO,Sara International,Sara International,,,,,,,,,,01st Mar 96,,Role-Playing
42240,Ouma ga Toki,PS,Victor Interactive,Break,,,,,,,,,,09th Aug 01,,Misc
42241,Out Live,PCE,Sunsoft,SunSoft,,,,,,,,,,17th Mar 89,,Role-Playing
42242,Out Live,VC,Sunsoft,SunSoft,,,,,,,,,,15th May 07,,Role-Playing
42243,Out Live: Be Eliminate Yesterday,PS,Sunsoft,SunSoft,,,,,,,,,,24th Jul 97,,Role-Playing
42244,Out Of Control,2600,Avalon Interactive,Avalon Hill,,,,,,,,,,01st Jan 83,,Action
42245,Out of Gas,GB,FCI,Realtime Associates,,,,,,,,,,01st Oct 92,,Racing
42246,Out of the Park Baseball 10,PC,Out of the Park Developments,Out of the Park Developments,,,,,,,,,,02nd Jun 09,,Sports
42247,Out of the Park Baseball 11,PC,Out of the Park Developments,Out of the Park Developments,,,,,,,,,,22nd Oct 09,,Sports
42248,Out of the Park Baseball 15,Linux,Out of the Park Developments,Unknown,,,,,,,,,,24th Apr 14,,Misc
42249,Out of the Park Baseball 15,OSX,Out of the Park Developments,Unknown,,,,,,,,,,24th Apr 14,,Misc
42250,Out of the Park Baseball 15,PC,Out of the Park Developments,Unknown,,,,,,,,,,24th Apr 14,,Misc
42251,Out of the Park Baseball 16,OSX,Out of the Park Developments,Out of the Park Developments,,,,,,,,,,23rd Mar 15,,Simulation
42252,Out of the Park Baseball 16,PC,Out of the Park Developments,Out of the Park Developments,,,,,,,,,,23rd Mar 15,,Simulation
42253,Out of the Park Baseball 16,Linux,Out of the Park Developments,Out of the Park Developments,,,,,,,,,,23rd Mar 15,,Simulation
42254,Out of the Park Baseball 2007,PC,Sports Interactive,Sports Interactive,,,,,,,,,,23rd Mar 06,,Sports
42255,Out of the Park Baseball 3,PC,Out of the Park Developments,Out of the Park Developments,,,,,,,,,,01st Mar 01,,Sports
42256,Out of the Park Baseball 4,PC,Out of the Park Developments,Out of the Park Developments,,,,,,,,,,28th Feb 02,,Sports
42257,Out of the Park Baseball 5,PC,Out of the Park Developments,Out of the Park Developments,,,,,,,,,,28th Feb 03,,Sports
42258,Out of the Park Baseball 6,PC,Out of the Park Developments,Out of the Park Developments,,,,,,,,,,16th Apr 04,,Sports
42259,Out of the Park Baseball 6.5,PC,Out of the Park Developments,Out of the Park Developments,,,,,,,,,,14th Jun 05,,Sports
42260,Out of the Park Baseball 9,PC,Out of the Park Developments,Out of the Park Developments,,,,,,,,,,01st Jun 08,,Sports
42261,Out of the Park Baseball II,PC,Out of the Park Developments,Out of the Park Developments,,,,,,,,,,31st Mar 01,,Sports
42262,Out of the Park Baseball Manager 2006,PC,Sports Interactive,Out of the Park Developments,,,,,,,,,,31st May 06,,Sports
42263,Out of This World,GEN,Virgin Interactive,Delphine Software International,,,,,,,,,,01st Jan 93,,Platform
42264,Out of This World,SNES,Interplay,Delphine Software International,,,,,,,,,,01st Nov 92,,Platform
42265,Out of This World,3DO,Interplay,Delphine Software International,,,,,,,,,,01st Jan 94,,Platform
42266,Out of This World,PC,U.S. Gold,Delphine Software International,,,,,,,,,,01st Jan 91,,Platform
42267,Out There Somewhere,OSX,Unknown,Unknown,,,,,,,,,,21st Feb 12,,Misc
42268,Out to Lunch,SNES,Mindscape,Mindscape,,,,,,,,,,01st Nov 93,,Platform
42269,Out to Lunch,GB,Mindscape,Mindscape Inc.,,,,,,,,,,01st Jan 93,,Platform
42270,Outback Pet Rescue 3D,3DS,Silver Fox Media,Raylight Studios,,,,,,,,,,28th Aug 14,,Simulation
42271,Outbreak On Uranus,XBL,Unknown,Silver Dollar Games,,,,,,,,,,,03rd Mar 20,Action
42272,Outcry,PC,DreamCatcher Interactive,Phantomery Interactive,,,,,,,,,,26th Aug 08,,Adventure
42273,Outcry: The Dawn,PC,Mamba Games,bitComposer Games,,,,,,,,,,16th Oct 09,,Adventure
42274,Outdoor Dynamic 3D Hunting,3DS,Unknown,InterOne,,,,,,,,,,,,Sports
42275,Outdoors Unlimited,PC,Mastiff,Mastiff,,,,,,,,,,02nd Oct 12,,Sports
42276,Outdoors Unlimited,PS3,Mastiff,Mastiff,,,,,,,,,,02nd Oct 12,,Sports
42277,Outdoors Unlimited,Wii,Mastiff,Mastiff,,,,,,,,,,02nd Oct 12,,Sports
42278,Outdoors Unlimited,X360,Mastiff,Mastiff,,,,,,,,,,02nd Oct 12,,Sports
42279,Outer Space,2600,Sears,Telegames,,,,,,,,,,01st Jan 78,,Shooter
42280,Outland,PSN,Ubisoft,Housemarque,,8.4,,,,,,,,14th Jun 11,,Platform
42281,OutlandRead the review,XBL,Ubisoft,Housemarque,8.8,8.4,,,,,,,,27th Apr 11,,Platform
42282,Outlander,SNES,Mindscape,Mindscape,,,,,,,,,,01st Apr 93,,Action
42283,Outlander,GEN,Mindscape,Mindscape Inc.,,,,,,,,,,01st Jan 92,,Action
42284,OutlastRead the review,PC,Red Barrels,Unknown,9.5,,,,,,,,,01st Jan 14,,Misc
42285,Outlast,PS4,Red Barrels,Unknown,,,,,,,,,,01st Jan 14,,Misc
42286,Outlaw,2600,Atari,Atari,,,,,,,,,,01st Jan 78,,Action
42287,Outlaw Golf,PC,Simon & Schuster Interactive,Hypnotix,,,,,,,,,,30th Sep 03,,Sports
42288,Outlaw Golf,PS2,TDK Mediactive,Hypnotix,,,,,,,,,,01st Jan 03,,Sports
42289,Outlaw Volleyball: Red Hot,XB,Simon & Schuster Interactive,Hypnotix,,,,,,,,,,01st Oct 03,,Sports
42290,Outlaws,PC,LucasArts,LucasArts,,,,,,,,,,31st Mar 97,,Shooter
42291,Outlive,PC,Take-Two Interactive,Continuum Entertainment,,,,,,,,,,28th Feb 01,,Strategy
42292,Outpost 2: Divided Destiny,PC,Sierra Entertainment,Dynamix,,,,,,,,,,31st Jul 97,,Strategy
42293,Outpost Kaloki X,XBL,NinjaBee,NinjaBee,,7.7,,,,,,,,22nd Nov 05,,Strategy
42294,OutRun,GG,Sega,Sega,,,,,,,,,,01st Jan 91,,Racing
42295,OutRun,PCE,NEC Avenue,NEC Avenue,,,,,,,,,,21st Dec 90,,Racing
42296,OutRun,MS,Sega,Sega-AM2,,,,,,,,,,01st Jan 87,,Racing
42297,OutRun,GEN,Sega,Sanritsu,,,,,,,,,,01st Jan 91,,Racing
42298,OutRun 2006: Coast 2 Coast,PC,Sega,Sumo Digital,,,,,,,,,,27th Jun 06,,Racing
42299,OutRun 2019,GEN,Sega,SIMS,,,,,,,,,,01st Jan 93,,Racing
42300,OutRun 3-D,MS,Sega,Sega,,,,,,,,,,01st Jan 91,,Racing
42301,OutRun Europa,GG,U.S. Gold,Probe Entertainment Limited,,,,,,,,,,01st Jan 91,,Racing
42302,OutRun Europa,MS,U.S. Gold,Probe Entertainment Limited,,,,,,,,,,01st Jan 91,,Racing
42303,OutRun Online Arcade,PSN,Unknown,Sumo Digital,,8.0,,,,,,,,,,Racing
42304,OutRun Online Arcade,XBL,Sega,Sumo Digital,,8.0,,,,,,,,15th Apr 09,,Racing
42305,OutRun2 SP Special Tours,PS2,Sega,Sumo Digital,,,,,,,,,,08th Feb 07,,Racing
42306,OutTrigger: International Counter Terrorism Special Force,DC,Sega,Sega-AM2,,7.6,,,,,,,,24th Jul 01,,Shooter
42307,Over 9000 Zombies!,PC,Mastertronic,Loren Lemcke,,,,,,,,,,25th Feb 15,,Action
42308,Over the Hedge,PC,Activision,Beenox,,6.7,,,,,,,,09th May 06,,Platform
42309,Over the Hedge: Hammy Goes Nuts!,GBA,Activision,Vicarious Visions,,,,,,,,,,10th Oct 06,,Platform
42310,Over the Monochrome Rainbow featuring Shogo Hamada,PS2,Sony Music Entertainment,Sony Music Entertainment Inc.,,,,,,,,,,19th Mar 03,16th Sep 18,Action
42311,Over the Top Wrestling,X360,Unknown,Majesco Games,,,,,,,,,,,,Fighting
42312,OverBlood,PSN,Unknown,Riverhillsoft,,,,,,,,,,23rd Feb 11,,Action
42313,Overcast - Walden and the Werewolf,PC,Unknown,Unknown,,,,,,,,,,18th Apr 14,,Misc
42314,Overflow,WW,Digital Leisure Inc.,Digital Leisure Inc.,,,,,,,,,,23rd May 11,,Puzzle
42315,Overgrowth,PC,Unknown,Wolfire Software,,,,,,,,,,,,Action
42316,Overlord,NES,Virgin Interactive,Probe Software,,,,,,,,,,24th Jan 93,,Strategy
42317,Overlord (1990),PC,Virgin Mastertronic,Probe Software,,,,,,,,,,01st Jan 90,,Strategy
42318,Overlord: Fellowship of Evil,PS4,Codemasters,Codemasters,,,,,,,,,,20th Oct 15,,Action
42319,Overlord: Fellowship of Evil,XOne,Codemasters,Codemasters,,,,,,,,,,20th Oct 15,,Action
42320,Overlord: Fellowship of Evil,PC,Codemasters,Codemasters,,,,,,,,,,20th Oct 15,,Action
42321,Overlord: Raising Hell,PC,Codemasters,Triumph Studios,,,,,,,,,,15th Feb 08,,Adventure
42322,Override,PCE,Data East,Sting,,,,,,,,,,08th Jan 91,,Shooter
42323,Override,VC,G-mode,Sting,,,,,,,,,,04th Sep 07,,Shooter
42324,Overruled!,Linux,Team17 Software,Dlala Studios,,,,,,,,,,15th Sep 14,08th Aug 18,Fighting
42325,Overruled!,OSX,Team17 Software,Dlala Studios,,,,,,,,,,15th Sep 14,08th Aug 18,Fighting
42326,Overruled!,PC,Team17 Software,Dlala Studios,,,,,,,,,,15th Sep 14,08th Aug 18,Fighting
42327,Overscan Sniper HD,XBL,Unknown,yaystuff,,,,,,,,,,,,Action
42328,Overturn,WW,Studio Zan,Studio Zan,,,,,,,,,,03rd Aug 09,,Action
42329,Oxadania: An E-book,XBL,Microsoft,JB Marius-Sheridan,,,,,,,,,,10th Aug 11,,Misc
42330,Oyaji Hunter Mahjong,3DO,Warp,Warp,,,,,,,,,,14th Jul 95,,Misc
42331,Oyako de Asobo: Miffy no Omocha Bako,Wii,Square Enix,Square Enix,,,,,,,,,,18th Mar 10,,Misc
42332,Ozma Wars,PSN,SNK Playmore,SNK Playmore,,,,,,,,,,19th Jul 11,,Shooter
42333,P-47: The Freedom Fighter,PCE,Aicom,Aicom,,,,,,,,,,20th Mar 89,,Shooter
42334,P.O.W.: Prisoners of War,NES,SNK,SNK Corporation,,,,,,,,,,01st Sep 89,,Action
42335,P.T.O. II: Pacific Theater of Operations,SNES,KOEI,Koei,,,,,,,,,,06th Jan 96,,Strategy
42336,P.T.O. II: Pacific Theater of Operations,SAT,KOEI,Kou Shibusawa,,,,,,,,,,31st Oct 96,,Strategy
42337,P.T.O. II: Pacific Theater of Operations,PC,KOEI,Koei,,,,,,,,,,01st Jan 96,,Strategy
42338,P.T.O.: Pacific Theater of Operations,SNES,KOEI,Koei,,,,,,,,,,01st Sep 93,,Strategy
42339,P.T.O.: Pacific Theater of Operations,GEN,KOEI,Koei,,,,,,,,,,01st Jan 93,,Strategy
42340,P.T.O.: Pacific Theater of Operations,PC,KOEI,Koei,,,,,,,,,,01st Jan 93,,Strategy
42341,Pac-Attack,SNES,Namco,Namco,,,,,,,,,,01st Oct 93,,Puzzle
42342,Pac-Attack,GG,Namco,Namco,,,,,,,,,,01st Jan 94,,Puzzle
42343,Pac-Attack,VC,Namco,Namco,,,,,,,,,,14th Jan 08,,Puzzle
42344,Pac-Attack,GB,Namco,Namco,,,,,,,,,,01st Dec 94,,Puzzle
42345,Pac-Attack,GEN,Namco,Namco,,,,,,,,,,01st Jan 93,,Puzzle
42346,Pac-In-Time,SNES,Namco,Atreid Concept SA,,,,,,,,,,01st Jan 95,,Platform
42347,Pac-in-Time,GB,Namco,Atreid Concept SA,,,,,,,,,,01st Feb 95,,Platform
42348,Pac-in-Time,PC,Mindscape,Kalisto,,,,,,,,,,01st Jan 94,,Platform
42349,Pac-Kong,2600,Quelle,Goliath Video System,,,,,,,,,,01st Jan 83,,Action
42350,Pac-Land,PCE,NEC,Namco,,,,,,,,,,01st Jan 90,,Platform
